Order ID,Customer ID,Order Date,Year,Month,Quarter,Day of Week,Category,Item,Taste_Profile,Temperature,Health_Level,Ingredient_Type,Price,Quantity,Order Total,Payment Method,Price_Tier,Avg_Temp_F,Season,Is_Weekend,Is_Trend_Item,Is_Visual_Item
ORD_205058,CUST_043,2022-04-07,2022,4,2,Thursday,Side Dishes,Mashed Potatoes,Savoury-Creamy,Hot,Moderate,Carb-Potato,4.0,5.0,20.0,Credit Card,Budget (<$6),80,Spring,False,False,False
ORD_761221,CUST_034,2022-10-02,2022,10,4,Sunday,Drinks,Iced Tea,Refreshing,Cold,Moderate,Beverage-Tea,2.5,2.0,5.0,Cash,Budget (<$6),82,Fall,True,False,False
ORD_514854,CUST_060,2023-06-01,2023,6,2,Thursday,Drinks,Orange Juice,Sweet-Fresh,Cold,Healthy,Beverage-Juice,3.0,2.0,6.0,Credit Card,Budget (<$6),92,Summer,False,False,False
ORD_727365,CUST_036,2023-05-24,2023,5,2,Wednesday,Side Dishes,Garlic Bread,Savoury,Hot,Moderate,Carb-Bread,4.0,5.0,20.0,Credit Card,Budget (<$6),86,Spring,False,False,False
ORD_837763,CUST_042,2023-04-01,2023,4,2,Saturday,Side Dishes,Mashed Potatoes,Savoury-Creamy,Hot,Moderate,Carb-Potato,4.0,4.0,16.0,Digital Wallet,Budget (<$6),80,Spring,True,False,False
ORD_176616,CUST_051,2023-01-19,2023,1,1,Thursday,Side Dishes,Garlic Bread,Savoury,Hot,Moderate,Carb-Bread,4.0,2.0,8.0,Cash,Budget (<$6),62,Winter,False,False,False
ORD_805646,CUST_001,2022-08-18,2022,8,3,Thursday,Starters,French Fries,Savoury,Hot,Indulgent,Carb-Fried,4.0,5.0,20.0,Cash,Budget (<$6),97,Summer,False,False,False
ORD_771998,CUST_070,2022-01-11,2022,1,1,Tuesday,Drinks,Water,Neutral,Cold,Healthy,Beverage-Water,1.0,4.0,4.0,Unknown,Budget (<$6),62,Winter,False,False,False
ORD_343882,CUST_020,2022-05-13,2022,5,2,Friday,Side Dishes,Side Salad,Fresh,Cold,Healthy,Plant-Based,3.0,5.0,15.0,Credit Card,Budget (<$6),86,Spring,False,True,False
ORD_367023,CUST_055,2022-05-29,2022,5,2,Sunday,Side Dishes,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,3.0,12.0,Unknown,Budget (<$6),86,Spring,True,False,False
ORD_444692,CUST_045,2022-07-15,2022,7,3,Friday,Side Dishes,Side Salad,Fresh,Cold,Healthy,Plant-Based,3.0,5.0,15.0,Cash,Budget (<$6),96,Summer,False,True,False
ORD_500318,CUST_024,2023-06-07,2023,6,2,Wednesday,Starters,Chicken Melt,Savoury-Cheesy,Hot,Indulgent,Protein-Poultry,8.0,5.0,40.0,Cash,Mid-range ($6-12),92,Summer,False,False,False
ORD_854529,CUST_096,2022-07-08,2022,7,3,Friday,Desserts,Unknown,Unknown,Unknown,Unknown,Unknown,6.0,2.0,12.0,Credit Card,Budget (<$6),96,Summer,False,False,False
ORD_275854,CUST_033,2022-10-28,2022,10,4,Friday,Desserts,Ice Cream,Sweet-Creamy,Cold,Indulgent,Sweet-Dairy,5.0,2.0,10.0,Credit Card,Budget (<$6),82,Fall,False,False,True
ORD_323443,CUST_041,2022-09-15,2022,9,3,Thursday,Desserts,Chocolate Cake,Sweet,Room Temp,Indulgent,Sweet-Chocolate,6.0,3.0,18.0,Cash,Budget (<$6),91,Fall,False,False,True
ORD_877261,CUST_036,2023-03-30,2023,3,1,Thursday,Drinks,Coca Cola,Sweet,Cold,Indulgent,Beverage-Soda,2.5,1.0,2.5,Credit Card,Budget (<$6),73,Spring,False,False,False
ORD_170375,CUST_021,2023-04-13,2023,4,2,Thursday,Side Dishes,Side Salad,Fresh,Cold,Healthy,Plant-Based,3.0,2.0,6.0,Digital Wallet,Budget (<$6),80,Spring,False,True,False
ORD_167858,CUST_056,2022-04-01,2022,4,2,Friday,Side Dishes,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,5.0,20.0,Cash,Budget (<$6),80,Spring,False,False,False
ORD_177847,CUST_066,2022-01-11,2022,1,1,Tuesday,Side Dishes,Mashed Potatoes,Savoury-Creamy,Hot,Moderate,Carb-Potato,4.0,3.0,12.0,Digital Wallet,Budget (<$6),62,Winter,False,False,False
ORD_539782,CUST_060,2022-03-28,2022,3,1,Monday,Side Dishes,Grilled Vegetables,Savoury,Hot,Healthy,Plant-Based,5.0,1.0,5.0,Credit Card,Budget (<$6),73,Spring,False,True,False
ORD_106904,CUST_082,2022-11-13,2022,11,4,Sunday,Desserts,Ice Cream,Sweet-Creamy,Cold,Indulgent,Sweet-Dairy,5.0,1.0,5.0,Digital Wallet,Budget (<$6),71,Fall,True,False,True
ORD_772436,CUST_031,2023-01-28,2023,1,1,Saturday,Drinks,Coca Cola,Sweet,Cold,Indulgent,Beverage-Soda,2.5,4.0,10.0,Digital Wallet,Budget (<$6),62,Winter,True,False,False
ORD_218145,CUST_005,2022-12-07,2022,12,4,Wednesday,Side Dishes,Mashed Potatoes,Savoury-Creamy,Hot,Moderate,Carb-Potato,4.0,4.0,16.0,Credit Card,Budget (<$6),63,Winter,False,False,False
ORD_440469,CUST_080,2022-11-14,2022,11,4,Monday,Main Dishes,Pasta Alfredo,Savoury-Creamy,Hot,Indulgent,Carb-Pasta,12.0,3.0,36.0,Cash,Mid-range ($6-12),71,Fall,False,False,False
ORD_104960,CUST_040,2022-07-27,2022,7,3,Wednesday,Main Dishes,Pasta Alfredo,Savoury-Creamy,Hot,Indulgent,Carb-Pasta,12.0,1.0,12.0,Digital Wallet,Mid-range ($6-12),96,Summer,False,False,False
ORD_104466,CUST_050,2022-05-25,2022,5,2,Wednesday,Drinks,Orange Juice,Sweet-Fresh,Cold,Healthy,Beverage-Juice,3.0,1.0,3.0,Cash,Budget (<$6),86,Spring,False,False,False
ORD_631686,CUST_099,2022-10-02,2022,10,4,Sunday,Main Dishes,Pasta Alfredo,Savoury-Creamy,Hot,Indulgent,Carb-Pasta,12.0,2.0,24.0,Credit Card,Mid-range ($6-12),82,Fall,True,False,False
ORD_778015,CUST_089,2023-08-15,2023,8,3,Tuesday,Main Dishes,Pasta Alfredo,Savoury-Creamy,Hot,Indulgent,Carb-Pasta,12.0,1.0,12.0,Credit Card,Mid-range ($6-12),97,Summer,False,False,False
ORD_301667,CUST_029,2023-09-01,2023,9,3,Friday,Desserts,Brownie,Sweet,Room Temp,Indulgent,Sweet-Chocolate,6.0,3.0,18.0,Digital Wallet,Budget (<$6),91,Fall,False,False,False
ORD_871279,CUST_045,2022-02-05,2022,2,1,Saturday,Main Dishes,Pasta Alfredo,Savoury-Creamy,Hot,Indulgent,Carb-Pasta,12.0,5.0,60.0,Digital Wallet,Mid-range ($6-12),66,Winter,True,False,False
ORD_302668,CUST_026,2022-02-18,2022,2,1,Friday,Main Dishes,Grilled Chicken,Savoury,Hot,Healthy,Protein-Poultry,15.0,3.0,45.0,Cash,Premium (>$12),66,Winter,False,False,False
ORD_161991,CUST_048,2023-07-27,2023,7,3,Thursday,Starters,Beef Chili,Savoury-Spicy,Hot,Indulgent,Protein-Red Meat,7.0,5.0,35.0,Cash,Mid-range ($6-12),96,Summer,False,False,False
ORD_761978,CUST_056,2023-03-10,2023,3,1,Friday,Main Dishes,Grilled Chicken,Savoury,Hot,Healthy,Protein-Poultry,15.0,2.0,30.0,Digital Wallet,Premium (>$12),73,Spring,False,False,False
ORD_181882,CUST_062,2023-05-10,2023,5,2,Wednesday,Desserts,Chocolate Cake,Sweet,Room Temp,Indulgent,Sweet-Chocolate,6.0,3.0,18.0,Cash,Budget (<$6),86,Spring,False,False,True
ORD_696255,CUST_055,2022-07-29,2022,7,3,Friday,Starters,Nachos Grande,Savoury-Spicy,Hot,Indulgent,Carb-Fried,10.0,1.0,10.0,Digital Wallet,Mid-range ($6-12),96,Summer,False,False,True
ORD_749532,CUST_063,2023-02-26,2023,2,1,Sunday,Drinks,Water,Neutral,Cold,Healthy,Beverage-Water,1.0,5.0,5.0,Credit Card,Budget (<$6),66,Winter,True,False,False
ORD_378802,CUST_094,2023-03-24,2023,3,1,Friday,Side Dishes,Garlic Bread,Savoury,Hot,Moderate,Carb-Bread,4.0,4.0,16.0,Digital Wallet,Budget (<$6),73,Spring,False,False,False
ORD_537413,CUST_036,2023-08-22,2023,8,3,Tuesday,Starters,Beef Chili,Savoury-Spicy,Hot,Indulgent,Protein-Red Meat,7.0,2.0,14.0,Digital Wallet,Mid-range ($6-12),97,Summer,False,False,False
ORD_820759,CUST_034,2023-03-09,2023,3,1,Thursday,Drinks,Orange Juice,Sweet-Fresh,Cold,Healthy,Beverage-Juice,3.0,3.0,9.0,Credit Card,Budget (<$6),73,Spring,False,False,False
ORD_190938,CUST_038,2023-06-10,2023,6,2,Saturday,Starters,Beef Chili,Savoury-Spicy,Hot,Indulgent,Protein-Red Meat,7.0,2.0,14.0,Digital Wallet,Mid-range ($6-12),92,Summer,True,False,False
ORD_490302,CUST_097,2023-10-29,2023,10,4,Sunday,Main Dishes,Pasta Alfredo,Savoury-Creamy,Hot,Indulgent,Carb-Pasta,12.0,3.0,36.0,Cash,Mid-range ($6-12),82,Fall,True,False,False
ORD_322835,CUST_012,2022-10-14,2022,10,4,Friday,Drinks,Orange Juice,Sweet-Fresh,Cold,Healthy,Beverage-Juice,3.0,1.0,3.0,Cash,Budget (<$6),82,Fall,False,False,False
ORD_361022,CUST_068,2023-11-26,2023,11,4,Sunday,Drinks,Coca Cola,Sweet,Cold,Indulgent,Beverage-Soda,2.5,5.0,12.5,Unknown,Budget (<$6),71,Fall,True,False,False
ORD_991912,CUST_019,2022-03-24,2022,3,1,Thursday,Drinks,Iced Tea,Refreshing,Cold,Moderate,Beverage-Tea,2.5,5.0,12.5,Cash,Budget (<$6),73,Spring,False,False,False
ORD_396448,CUST_074,2023-11-22,2023,11,4,Wednesday,Drinks,Water,Neutral,Cold,Healthy,Beverage-Water,1.0,2.0,2.0,Credit Card,Budget (<$6),71,Fall,False,False,False
ORD_515941,CUST_095,2023-01-21,2023,1,1,Saturday,Starters,French Fries,Savoury,Hot,Indulgent,Carb-Fried,4.0,5.0,20.0,Digital Wallet,Budget (<$6),62,Winter,True,False,False
ORD_289733,CUST_057,2022-01-05,2022,1,1,Wednesday,Drinks,Unknown,Unknown,Unknown,Unknown,Unknown,2.5,5.0,12.5,Unknown,Budget (<$6),62,Winter,False,False,False
ORD_684439,CUST_068,2023-05-26,2023,5,2,Friday,Starters,Cheese Fries,Savoury-Cheesy,Hot,Indulgent,Carb-Fried,5.0,1.0,5.0,Cash,Budget (<$6),86,Spring,False,False,False
ORD_904504,CUST_093,2022-09-29,2022,9,3,Thursday,Side Dishes,Grilled Vegetables,Savoury,Hot,Healthy,Plant-Based,5.0,4.0,20.0,Cash,Budget (<$6),91,Fall,False,True,False
ORD_560561,CUST_013,2022-05-30,2022,5,2,Monday,Side Dishes,Onion Rings,Savoury,Hot,Indulgent,Carb-Fried,5.0,1.0,5.0,Digital Wallet,Budget (<$6),86,Spring,False,False,False
ORD_165348,CUST_073,2023-09-01,2023,9,3,Friday,Desserts,Ice Cream,Sweet-Creamy,Cold,Indulgent,Sweet-Dairy,5.0,4.0,20.0,Cash,Budget (<$6),91,Fall,False,False,True
ORD_110621,CUST_061,2023-02-13,2023,2,1,Monday,Drinks,Iced Tea,Refreshing,Cold,Moderate,Beverage-Tea,2.5,2.0,5.0,Digital Wallet,Budget (<$6),66,Winter,False,False,False
ORD_627458,CUST_058,2023-08-24,2023,8,3,Thursday,Side Dishes,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,3.0,12.0,Digital Wallet,Budget (<$6),97,Summer,False,False,False
ORD_142238,CUST_082,2022-12-31,2022,12,4,Saturday,Side Dishes,Grilled Vegetables,Savoury,Hot,Healthy,Plant-Based,5.0,4.0,20.0,Credit Card,Budget (<$6),63,Winter,True,True,False
ORD_356583,CUST_037,2022-12-09,2022,12,4,Friday,Desserts,Ice Cream,Sweet-Creamy,Cold,Indulgent,Sweet-Dairy,5.0,2.0,10.0,Credit Card,Budget (<$6),63,Winter,False,False,True
ORD_357330,CUST_023,2022-01-01,2022,1,1,Saturday,Main Dishes,Grilled Chicken,Savoury,Hot,Healthy,Protein-Poultry,15.0,5.0,75.0,Digital Wallet,Premium (>$12),62,Winter,True,False,False
ORD_363522,CUST_070,2023-05-07,2023,5,2,Sunday,Starters,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,1.0,5.0,Credit Card,Budget (<$6),86,Spring,True,False,False
ORD_167242,CUST_050,2023-11-10,2023,11,4,Friday,Desserts,Unknown,Unknown,Unknown,Unknown,Unknown,6.0,3.0,18.0,Digital Wallet,Budget (<$6),71,Fall,False,False,False
ORD_298049,CUST_013,2023-04-03,2023,4,2,Monday,Drinks,Orange Juice,Sweet-Fresh,Cold,Healthy,Beverage-Juice,3.0,4.0,12.0,Credit Card,Budget (<$6),80,Spring,False,False,False
ORD_439041,CUST_029,2022-12-24,2022,12,4,Saturday,Main Dishes,Steak,Savoury,Hot,Indulgent,Protein-Red Meat,20.0,3.0,60.0,Digital Wallet,Premium (>$12),63,Winter,True,False,False
